Tweet Id;Text;Name;Screen Name;UTC;Created At;Favorites;Retweets;Language;Client;Tweet Type;URLs;Hashtags;Mentions;Media Type;Media URLs;;;
1530068519555059712;RT @OpenEdGlobal : A look back at #oeglobal22 through the conversations in twitter via TAGS Explorer, and kudos to @enkerli for sharing an astounding 277 tweets. Explore here https://t.co/3j07XgzgIh https://t.co/didHNsU9R1;Alexandre Enkerli;enkerli;2022-05-27T06:08:57.000Z;Fri May 27 06:08:57 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;http://hawksey.info/tagsexplorer/?key=1tGaIoMxyvmJfj2s15Or6jBAubh0hwFNUB9ZROqBq6pI&gid=400689247 ;1;1;photo;https://pbs.twimg.com/media/FTvBPpbWQAEyQXv.jpg;;;
1530029165088489482;A look back at #oeglobal22 through the conversations in twitter via TAGS Explorer, and kudos to @enkerli for sharing an astounding 277 tweets. Explore here https://t.co/3j07XgzgIh https://t.co/didHNsU9R1;Open Education Global;OpenEdGlobal;2022-05-27T03:32:34.000Z;Fri May 27 03:32:34 +0000 2022;4;1;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;http://hawksey.info/tagsexplorer/?key=1tGaIoMxyvmJfj2s15Or6jBAubh0hwFNUB9ZROqBq6pI&gid=400689247 ;1;1;photo;https://pbs.twimg.com/media/FTvBPpbWQAEyQXv.jpg;;;
1529991342574690306;"RT @ginofransman : I now better know some leaders in #Open, personally 😅
Can I just amplify the wonders &amp; conduits to growth @lcbyoung Lisa and Michael Mike have been at #OEGlobal22. 
I am richer because they took time for me, and to be kind. 
@MandelaUni https://t.co/oP1JCAEinJ";Open Education Global;OpenEdGlobal;2022-05-27T01:02:16.000Z;Fri May 27 01:02:16 +0000 2022;0;0;en;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";Retweet;;2;2;photo;https://pbs.twimg.com/media/FToxsFfXwAITq5M.jpg;https://pbs.twimg.com/media/FToxsm2WQAcQb1W.jpg;https://pbs.twimg.com/media/FToxtIhWAAAISIW.jpg;https://pbs.twimg.com/media/FToxtoMXEAIPats.jpg
1529991154560913415;RT @paola5373 : Look, @KristopherMeen in action presenting the great work @nuiglibrary is igniting! We are grateful for all your passion, Kris, and our OE Champions are too! Missed you in the #OEGlobal22 session! https://t.co/v3zePjPJn4;Open Education Global;OpenEdGlobal;2022-05-27T01:01:31.000Z;Fri May 27 01:01:31 +0000 2022;0;0;en;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";Retweet;https://twitter.com/cathalmccauley/status/1529784134876508162 ;1;2;;;;;
1529991111577575424;"RT @benjanssenNL : Contribution of @DominicOrr and me to #OEGlobal22 at Nantes about @Falling_Walls as a crowd-source of what the future might hold for learning
https://t.co/4l9glD9EqS";Open Education Global;OpenEdGlobal;2022-05-27T01:01:21.000Z;Fri May 27 01:01:21 +0000 2022;0;0;en;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";Retweet;https://speakerdeck.com/benjpjanssen/fallingwalls-oeglobal2022-benjanssen-dominicorr ;1;2;;;;;
1529991023945912320;RT @leohavemann : Well that’s really it #OEGlobal22. Lovely last day in Nantes, walking eating drinking and talking with @docblom @jatenas @igor_lesko @ginofransman. Heading home now. https://t.co/HYrcckD9B4;Open Education Global;OpenEdGlobal;2022-05-27T01:01:00.000Z;Fri May 27 01:01:00 +0000 2022;0;0;en;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";Retweet;;1;4;photo;https://pbs.twimg.com/media/FTs5oFCXoAUhjbr.jpg;https://pbs.twimg.com/media/FTs5oY6XoAANLRz.jpg;https://pbs.twimg.com/media/FTs5oY4WYAErdeE.jpg;
1529990975803641857;RT @Toni_M_Arboleda : After few hours trapped in a suitcase, the magnet of our wonderful conference #OEGlobal22 makes it to my fridge! 😀 https://t.co/EQ5pk6agAr;Open Education Global;OpenEdGlobal;2022-05-27T01:00:49.000Z;Fri May 27 01:00:49 +0000 2022;0;0;en;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";Retweet;;1;0;photo;https://pbs.twimg.com/media/FTtnljGWIAAQlnC.jpg;;;
1529982452713893888;"RT @leohavemann : Please help me gather the evidence base on how institutional policies interact with open educational practices. #OEGlobal22 

More info:
https://t.co/PRI2P5MTkf";Alissa Bigelow;alissabigelow;2022-05-27T00:26:57.000Z;Fri May 27 00:26:57 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://www.researchgate.net/project/Open-Education-Policy-Lab/update/628e34f7722f08698937e477 ;1;0;;;;;
1529963657727205392;RT @moodler : If you are serious about Open, look into https://t.co/MIG7pcJcsX for your messaging and get rid of MS Teams, Slack etc .  #Moodle is going all-in on #Matrix!  #OEGlobal22;@jotbe@chaos.social 🇺🇦;jotbe;2022-05-26T23:12:16.000Z;Thu May 26 23:12:16 +0000 2022;0;0;en;"<a href=""https://github.com/TwidereProject"" rel=""nofollow"">Twidere for Android</a>";Retweet;http://matrix.org ;3;0;;;;;
1529936525915574272;"RT @bonstewart : in my #OEGlobal22 talk yesterday i critiqued digital-first systems.

leaving France w/my 13yr old today, we were fed into a system that put ME through passport control, but barred her from following. i then saw her shuffled out of sight. customs YELLED at me for trying to follow.";Autumm Caines is a Technical Girl;Autumm;2022-05-26T21:24:27.000Z;Thu May 26 21:24:27 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;1;0;;;;;
